"","WT_V_1","WT_V_2","WT_V_3","WT_10_1","WT_10_2","WT_10_3","WT_100_1","WT_100_2","WT_100_3","C08_V_1","C08_V_2","C08_V_3","C08_10_1","C08_10_2","C08_10_3","C08_100_1","C08_100_2","C08_100_3"
"GOBP_UREA_CYCLE",-0.0334410216143965,0.473229738875425,0.396773390811809,-0.115268525485902,0.0955134921711946,-0.334828954986976,-0.59904177377572,-0.450954413923914,-0.24107168081765,-0.520345097265298,-0.310216265813841,-0.231392634011292,0.575529496327909,0.13994808971305,0.418067689771367,-0.1453000078776,0.37399085873179,0.315953823060804
"GOBP_CITRULLINE_METABOLIC_PROCESS",-0.12631200449129,0.461493880948679,0.422354130435857,-0.367498312600774,-0.303994875245435,-0.1003807744042,-0.660791807160731,-0.619227436615105,-0.394842519975128,-0.347031284431195,-0.29098160623795,-0.201840814128204,0.426562983847034,0.438615864011796,0.161706842790058,0.254951363359334,0.298509287338209,0.592724155144155
"GOBP_RIBOSOMAL_SUBUNIT_EXPORT_FROM_NUCLEUS",-0.00119826462898745,-0.145398404691307,-0.192834990961181,-0.124863430258716,0.0962376920766478,0.585702395356145,-0.130293925803504,-0.271307166986721,0.0795231038203249,-0.529517305338495,-0.519399707172998,-0.637710485218497,0.405625514207173,0.396469780578573,0.421510224078778,0.650873592754577,-0.417556010944349,0.357343194169414
"GOBP_RIBOSOMAL_LARGE_SUBUNIT_EXPORT_FROM_NUCLEUS",0.204890426731474,-0.147050163037203,-0.328032807004785,-0.0721364369670545,0.173425612804201,0.549878709501098,-0.217070378893749,-0.499575424310016,-0.0220877473212918,-0.566853530456986,-0.682522176220183,-0.682761004840621,0.507631183723466,0.493311857767509,0.589529872904919,0.77852875256421,-0.335082816449374,0.60059921640919
"GOBP_RIBOSOMAL_SMALL_SUBUNIT_EXPORT_FROM_NUCLEUS",-0.017660586377622,-0.276852062124025,-0.0913063878981699,-0.0721364369670545,0.23930185778951,0.576727429113773,0.0557155734537543,-0.267980233479676,0.155764444479908,-0.46914366922478,-0.462333369201523,-0.617358865132564,0.15232977315966,0.264129616772363,0.35383322591659,0.661814594449547,-0.5368338608791,0.0852360531021462
"GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION",0.135664829891569,-0.204913771484766,-0.213200965372833,-0.113828703501175,0.0133972822774439,0.365773269218148,0.0813082105147638,-0.210243024854232,0.0816586456803715,-0.390799493422415,-0.361086666352438,-0.455560821414923,0.123249990607616,0.0522119730728459,0.0333992401482888,0.562578477961067,-0.313790853990927,0.340307433071247
"GOBP_CELL_CYCLE_CHECKPOINT_SIGNALING",0.0139578634798908,-0.279506706467001,-0.25473955364628,0.0583290361391467,0.0698079743789815,0.402457661374958,0.0600952170501272,-0.148928261706681,0.146113858103772,-0.336266281394436,-0.294000392361392,-0.441476942017209,0.142443902246697,-0.0306869741176122,0.102811411053208,0.543818559553679,-0.378673649440972,0.323593093005911
"GOBP_DNA_REPLICATION_CHECKPOINT_SIGNALING",-0.00556488843818892,-0.144856799762135,-0.437125568594781,0.452388785444466,0.403136767263425,0.575035764009016,-0.26660623190647,-0.410968955010274,0.190653355648936,-0.29839019616189,-0.417565839349954,-0.451156991193949,-0.0457487588130188,-0.279515510955263,-0.0603135928555693,0.68774172460526,-0.300613012153081,0.438727441399186
"GOBP_REGULATION_OF_TRANSCRIPTION_INVOLVED_IN_G1_S_TRANSITION_OF_MITOTIC_CELL_CYCLE",0.0278183934345273,-0.0785036048653527,-0.373975308698675,0.115304621540411,-0.0795569406552848,0.431904036455703,-0.113703040029614,-0.322596397767908,-0.251294188591255,-0.368076325322594,-0.304676550094547,-0.443736227741164,0.446351444415915,0.400341688243348,0.00099212976918231,0.510349119433428,-0.207120773558362,0.295423809984724
"GOBP_SULFUR_AMINO_ACID_METABOLIC_PROCESS",0.0268122874429099,-0.0332849129788117,-0.12605762227867,-0.27169396388259,-0.269104307581439,0.307300429421235,-0.105136396793828,-0.102707980773212,0.0799413546044341,-0.333863799608148,-0.0165294657752565,-0.280860542969234,0.281026652769575,0.300219223011522,0.392982896747422,0.290967549669399,-0.309415044374573,0.064719584770478
"GOBP_SULFUR_AMINO_ACID_BIOSYNTHETIC_PROCESS",-0.119647392563694,-0.179863364943881,-0.290668131541938,-0.23859885503774,-0.328393770021149,0.311940403754835,0.0417554612278372,-0.143767328674271,-0.126904376950191,-0.458900461948688,0.144859436598884,-0.314712742131997,0.18818914039329,0.43222495338495,0.491988386585474,0.401729042220963,-0.169598003113502,0.187816574068914
"GOBP_SULFUR_AMINO_ACID_CATABOLIC_PROCESS",-0.2844689129124,0.193980294952007,0.240148724490602,-0.34107050443829,-0.166764288763364,0.0787246286654554,-0.378556133714787,0.387933182458002,0.361475402979896,-0.117522473102505,0.173177137372505,-0.337711589445566,0.392715632042654,0.204741201026214,0.187882844492464,0.0447468876651734,-0.34961054004984,-0.0868342283513943
"GOBP_SULFUR_AMINO_ACID_TRANSPORT",-0.0415544163170426,0.253896158440199,0.0028647076612299,0.0467836787295728,0.260323475979702,-0.0762334312434074,-0.523701746391411,-0.288579027924425,-0.314727368202345,-0.290191077490805,-0.263914966120135,-0.521591450773759,0.524837573235803,0.369003743125585,0.343785183829045,0.0410960254317561,0.269469194274231,0.302559784235558
"GOBP_NEGATIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II",-0.0240313092742038,-0.14527206802676,-0.261406562148526,0.0896038044860348,0.0747298676349892,0.270756526437997,0.00330654915931042,-0.139277651958211,0.0587367103888057,-0.262171762591948,-0.242291564671382,-0.270454661443636,0.279597660165769,0.185268397275052,0.167261123382987,0.264213883972728,-0.213390930502511,0.103645943679532
"GOBP_RRNA_MODIFICATION",-0.37284588557223,-0.241664261477796,-0.437203825221582,-0.104542882958703,0.0448837887089798,0.343583945860737,0.145016536322733,0.268275745559952,0.302822629454041,-0.135473479360494,-0.165256102293532,-0.449131533495711,0.431498664230174,0.0295240917637742,-0.167248704783316,0.323742307671242,-0.288476792564525,0.239590543377989
"GOBP_MAPK_CASCADE",-0.0507575748951314,0.0693460447100249,0.0196985247893283,0.0964749000592497,0.0866654335461139,0.183187924760139,-0.130698182986247,-0.254065083168833,-0.0657497104524717,-0.299169451940699,-0.296271213283421,-0.264552770221058,0.230183052819387,0.155577152255357,0.183185938326768,0.195147332543762,0.0378113122738674,0.0852198542425882
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY",-0.0800330481478949,-0.336669707323966,-0.19745268825588,-0.0485396718110857,0.128639316363312,0.495599256597373,0.0739196735537084,-0.309612494261837,-0.0858523019861805,-0.431811287835179,-0.471499327160364,-0.482677152662186,0.38120032253024,0.197248092601577,0.387627784608096,0.573520222411119,-0.374710892188324,0.231104582480805
"GOBP_PROTEIN_POLYUBIQUITINATION",0.183365049110036,-0.142288515021416,-0.306342319849086,0.0721080277474402,0.149859361630956,0.384489490927202,-0.168914339052277,-0.282586006275377,-0.0656814199587153,-0.401528735814326,-0.387354612750458,-0.50058129090546,0.396017279277219,0.329990738193276,0.350456487144434,0.448014001509596,-0.31806462557447,0.254639936523807
"GOBP_MEIOTIC_SPINDLE_ORGANIZATION",-0.0643331450218595,-0.142326978576148,-0.0949124285115233,-0.283271673100671,-0.116301279240297,0.383838474744482,0.283669464839426,-0.132141402901322,0.198358655729356,-0.27236276621845,-0.0985537465971466,-0.364950456059365,-0.190926106236004,-0.545461349971589,-0.341530849568024,0.587900206650409,-0.205450676495701,0.279276580550756
"GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION",0.0685559721164146,-0.0626262187199527,-0.130087212047366,-0.0667864169760751,-0.0446841670970788,0.254261974536228,-0.0256467591971622,-0.175459152554122,0.0251634369457935,-0.247561889808017,-0.219251611920979,-0.265466949331718,0.143283982350064,0.0844062233239399,0.137992206725438,0.313895312604706,-0.205601332105382,0.144352600115275
"GOBP_SPLICEOSOMAL_TRI_SNRNP_COMPLEX_ASSEMBLY",-0.104038078979698,-0.408609850088641,-0.177013631681304,-0.170397927268744,0.339903362835176,0.193524554537158,0.0952988960854675,-0.040490043517733,0.15018318259795,-0.185854477612123,-0.13178919979586,-0.281569868944966,0.286106622299414,-0.327124996879622,0.100878018504074,0.400060622277337,0.0400412205289218,0.260253557042203
"GOBP_SPLICEOSOMAL_COMPLEX_ASSEMBLY",-0.278867357188116,-0.44589433285817,-0.468336565074348,-0.116970208180884,-0.200707415935671,0.298964242239467,0.331336422750234,0.264514475600856,0.32403990438243,0.0272045734294854,-0.0664747432796813,-0.0496119691224607,0.111318416700741,-0.239095267382914,-0.0356450588688092,0.356791435682891,-0.446555855532954,0.123942356439383
"GOBP_ALLANTOIN_METABOLIC_PROCESS",-0.220059575331244,0.225918701959005,-0.307980142404625,-0.293728126239426,0.00904849970854815,0.083121788793408,-0.0687372659371541,-0.461511232984202,-0.362171289250062,-0.279954309791171,0.186250341031607,-0.13293239200597,0.0668626657388531,-0.0746298088730662,-0.337734388328426,0.701870268630415,0.236833532020336,0.418797512446761
"GOBP_MITOCHONDRIAL_FISSION",0.176877243928391,-0.0340239993534523,-0.173127084988167,0.121064662526685,0.0977553070895693,0.357039177882235,-0.0139174348558448,-0.291877462732317,-0.0449592839120807,-0.518043101542148,-0.490606342352493,-0.510913121424769,0.399450534990003,0.404352769960466,0.39854252080585,0.480018285815217,-0.283399431098135,0.305958001213187
"GOBP_PEPTIDOGLYCAN_METABOLIC_PROCESS",-0.0222715659797779,-0.208242116987379,0.428215083209599,-0.51440856785113,-0.558110420012729,-0.323835442283226,0.462886922850541,-0.0283484074834947,-0.262185612123423,0.557165239600905,0.688238211382839,0.377878107615211,0.348730509738958,-0.130848579635843,0.139470767061641,-0.684364618432985,-0.0622762743250026,0.175404232438368
"GOBP_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS",0.35644706042989,0.0926263880479055,0.033789606889219,0.164558837565052,0.080499521417263,0.199972747516693,-0.232833063703009,-0.36338639126149,-0.0325240925588385,-0.405187796166102,-0.461933394320585,-0.428270127231291,0.183310865148453,0.349551767387713,0.268243334303617,0.167368543696912,-0.0675422679630377,0.241496624837498
"GOBP_POLYSACCHARIDE_CATABOLIC_PROCESS",0.231228740705705,0.228013452012386,0.137806686751693,0.170440464924826,0.349576248262422,0.468129272565428,-0.296895501395199,-0.369682357029381,-0.399386995709687,-0.388379206486205,-0.490337261513023,-0.562497564749292,0.362201998778426,0.434929121486812,0.380031306113169,0.172545172163829,-0.120565056653254,0.315851435462153
"GOBP_MITOTIC_CELL_CYCLE",0.0857532560896679,-0.117325237220823,-0.196599505185532,0.010595320956443,0.0373173262193188,0.348677060667416,-0.0715052112080363,-0.251719055182527,0.0176698638607392,-0.356155872147641,-0.35885798809905,-0.414558141359436,0.239265128262671,0.19456739026186,0.160326765183883,0.458505870909755,-0.24794975317887,0.303507079336474
"GOBP_MITOTIC_CYTOKINESIS",0.169879660053764,-0.0645622903551192,-0.0513985750614644,-0.130064734038218,0.139887972599622,0.468107153708438,-0.042922348652348,-0.361341272409296,-0.0286689082724965,-0.423210243651486,-0.443252677679394,-0.479715399066944,0.379363706061257,0.165291350229048,0.130039539920943,0.504175964466945,-0.365966089848817,0.406609018440234
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY",0.0790073076429804,-0.398450263007015,-0.416092245181115,-0.129355376414736,-0.00585099932691897,0.450521971400895,0.271885321790176,0.0415062674694009,0.0317331337855286,-0.452877785508626,-0.35688108940621,-0.489186668532989,0.330834573024734,0.193926396874183,0.355641938795304,0.540192109898234,-0.387600061901822,0.330484551284881
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_POLY_A_TAIL_SHORTENING",-0.0248193648914014,-0.425021649765599,-0.296104065322476,-0.0931292727669537,-0.0149020552765644,0.415516805815129,0.242574755766685,-0.0479934522972154,-0.010587949869155,-0.450489879585693,-0.323944706337259,-0.461289497270832,0.378460377951248,0.255373410123696,0.319823448554882,0.541676943098175,-0.44685218325787,0.269725281675817
"GOBP_DEADENYLATION_DEPENDENT_DECAPPING_OF_NUCLEAR_TRANSCRIBED_MRNA",-0.172743525161597,-0.195025678486183,-0.572338695824643,0.208843764803226,0.429332702405062,0.435814744367192,0.359091567575639,0.240353347948014,-0.0888090801168247,-0.645937515362459,-0.638803163646817,-0.632074053771834,0.31154669935958,0.201957505958612,0.533017026896795,0.646703972162692,0.0343150439279342,0.430916852273804
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC",-0.109086422711399,-0.4388540334074,-0.533629777858753,-0.374027846264374,-0.37920462878515,0.46656611754391,0.165611855758256,0.355000373220068,0.50488089856228,-0.366422807657427,-0.22972701989601,-0.633878974409358,0.49397771535609,0.125398957157063,0.14816479992591,0.606273244776624,-0.330181179508626,0.374278241505623
"GOBP_RETROGRADE_TRANSPORT_VESICLE_RECYCLING_WITHIN_GOLGI",0.139478241193933,-0.245636811760692,0.0709956231291478,0.366339606710024,0.145454971961952,0.542351346262972,0.226275922927417,-0.528119776808151,-0.122643705356786,-0.544401562661978,-0.721279185413492,-0.626225873031238,0.440666829312405,0.394851908232003,0.569933479125065,0.517404670538602,-0.467679513049319,-0.121961954902876
"GOBP_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES",-0.0161288400129533,-0.033124714250648,-0.0511145525540747,-0.00571699809869372,-0.000449473944835771,0.335615605665473,0.0252979026551788,-0.257937168105847,0.0955083307942068,-0.311443692951806,-0.266029167162841,-0.34239471934868,0.339070104469569,0.201324474359608,0.189498182830707,0.158951214976325,-0.15482121119189,-0.0116002876922302
"GOBP_RESPONSE_TO_OXYGEN_RADICAL",0.148454147872313,0.305687573504683,0.109420772531357,0.0546749682281289,0.0468498349801253,0.261974611855661,0.238996941829515,-0.256510986823212,-0.0700089480302286,-0.305470873153158,-0.206310530048287,-0.319391170095256,0.00199211222906093,0.116127857209234,0.101470339160355,0.0559652154058384,-0.198607793182864,0.0239742976097761
"GOBP_PROTEIN_DENEDDYLATION",0.0619651427318498,-0.237014664123776,0.097812387503691,-0.507231008581335,-0.0424236101907505,0.504274515209298,0.0496173656972433,-0.149245130805553,0.320824651798691,-0.6701021625118,-0.561805195279696,-0.739093039815832,0.53448217419397,0.478122238868856,0.288434180923618,0.628589873194537,-0.28903966354581,0.434676106267449
"GOBP_FORMATION_OF_QUADRUPLE_SL_U4_U5_U6_SNRNP",0.242874490011315,-0.245870784359197,0.274487209034241,0.423200742281295,0.508988790167087,-0.133662655484387,0.00136668694280426,0.126257918249468,0.195449404013398,0.434733907597191,0.518134564863011,0.637752483610165,-0.546323515497759,-0.523554347989479,-0.0844679527955894,-0.354448469717712,0.509366196214124,-0.0589132346871871
"GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS",-0.265016154282875,-0.454033992985004,-0.472611133925279,-0.152007695698482,-0.139131970862185,0.37523822676401,0.303611581134356,0.123372537030704,0.315086096909895,-0.0719790576970382,-0.112242545462783,-0.261287926595957,0.266350720147321,-0.0720497157160894,0.129664902047116,0.434468019089717,-0.413141116584568,0.118599177321747
"GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME",0.0620886873679904,-0.412486306271717,-0.428631193145254,0.121127020640507,-0.189498074680276,0.353160787737668,0.219618115994797,0.120776503291676,0.137117134183735,-0.307257004333902,-0.146634884815165,-0.23627786006411,0.148519967825093,0.0702742363083443,0.277422562092675,0.423607684818639,-0.424178690601846,0.164273008528955
"GOBP_REGULATION_OF_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME",0.0486466523459277,-0.425455467024685,-0.394029632497736,0.100119906135458,-0.108375162312734,0.307760093761088,0.207332342631774,0.134490338787027,0.0934207285526986,-0.368863609050996,-0.244954283282036,-0.18281217939828,0.118810104812056,0.0422550229250767,0.222024412380288,0.447350515429052,-0.350013776207726,0.146354647821257
"GOBP_SPLICEOSOMAL_SNRNP_ASSEMBLY",-0.291053004058281,-0.461557375206543,-0.379665132925876,-0.282624307847625,0.0298475778533718,0.367844054019002,0.240242539836615,0.131786335074403,0.340528738245878,0.0207523188673466,-0.10118056375883,-0.369151442388589,0.394049400372128,-0.265647353647302,-0.131941102060857,0.389955036965917,-0.243121214561581,0.270998784935841
"GOBP_MRNA_3_SPLICE_SITE_RECOGNITION",-0.36401292437418,-0.503583852376138,-0.663818098498771,0.170139942149628,0.105691690781277,0.531666250420167,-0.00961543172562199,-0.164716543035455,0.0641694467404778,0.073744269705975,0.0430584342698969,-0.2266813975019,0.485664419834485,0.199757242340985,-0.244238986325718,0.492211413369734,-0.385991897079253,0.580354908545333
"GOBP_SPLICEOSOMAL_CONFORMATIONAL_CHANGES_TO_GENERATE_CATALYTIC_CONFORMATION",-0.516473280513305,-0.404132498687062,-0.47957041822603,0.218507027225042,0.51536440644244,0.473155284303744,-0.382326555863976,-0.235659991201161,0.386230611343072,-0.209235209235199,-0.177703197320418,-0.385675028657217,0.643847275654217,0.297933227046191,-0.217325291949806,-0.323905662255776,0.176606432966529,0.28442402403171
"GOBP_RNA_SPLICING_VIA_ENDONUCLEOLYTIC_CLEAVAGE_AND_LIGATION",-0.285591443438168,-0.498849660500406,-0.620156602889609,-0.274171199859533,-0.177058709555563,0.215140478664367,0.459192005187765,-0.144332432244567,0.383912239695603,-0.140691552979625,-0.327372500116621,-0.488235866298425,0.329631722409616,0.242765257146407,0.263127839186425,0.443463584399453,-0.515534564694682,0.328257929461113
"GOBP_MRNA_5_SPLICE_SITE_RECOGNITION",-0.138750858332897,-0.274263461476981,-0.280110429899857,-0.167119573883604,0.0823067300632308,-0.0515906657621219,0.216474813441475,0.367929907620066,0.322277939670371,0.384697805743911,0.296701436334792,0.207016147572678,-0.36581409489763,-0.514368915668402,-0.425835600212857,0.246395668168943,0.0779623806004094,0.134294944960036
"GOBP_PROTEIN_PEPTIDYL_PROLYL_ISOMERIZATION",-0.177962607543856,-0.529163321540613,-0.440976479063048,-0.475750865431501,-0.306022602268457,0.163591978788605,0.476203998514285,0.404903076364065,0.514775355708204,0.187115394821886,0.0171665946174827,-0.00732533100613175,-0.0166063626280563,-0.208980528248948,0.0668821111296025,-0.00485267762916461,-0.469625529815085,-0.230173047925563
"GOBP_AUTOPHAGY_OF_MITOCHONDRION",-0.0511933613060267,0.00247287218921236,0.0115764001328366,0.0485738137113313,0.064032631249534,0.274907244770491,-0.239774940919219,-0.19711639830443,0.00425005374038803,-0.397290183771697,-0.404382926895438,-0.490027364585418,0.440972965869679,0.352722431181425,0.275803384226957,0.421914139209187,-0.360419481711855,0.220125622541058
"GOBP_MITOPHAGY",-0.240800264535719,0.127170776914585,0.00915897390984646,0.0738342063321664,-0.0853257385340967,0.298907962901676,-0.331413593494712,-0.186409167624516,0.034253798044078,-0.374609796622247,-0.472968903637863,-0.43762840879105,0.493960083689095,0.449521513048465,0.306620523135668,0.389849432685101,-0.406257066966403,0.112179529857762
"GOBP_PEXOPHAGY",-0.333007966341028,0.244797865468314,-0.302177869486579,0.0446880210844827,0.216997489693814,0.579927792287685,-0.31181193010098,0.121488981719697,0.138658224977752,-0.563927894182327,-0.63692365706327,-0.707109824989592,0.546742971270605,0.30035072128658,0.542451604470824,0.517949503074134,0.064024995370435,0.0432987579065949
"GOBP_ENDONUCLEOLYTIC_CLEAVAGE_IN_ITS1_TO_SEPARATE_SSU_RRNA_FROM_5_8S_RRNA_AND_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",-0.315726779641481,-0.146278973698876,-0.463288195056032,0.0987787848513847,0.265409981744061,0.595903227213983,-0.37400215309461,-0.311264927552952,-0.0269256859457554,-0.1657382624965,-0.428691109884851,-0.442433432776297,0.503588918866769,0.187024913452738,-0.0073118091166921,0.225263297112561,0.0973305059203259,0.675089849461965
"GOBP_MATURATION_OF_5_8S_RRNA",-0.115126641185672,-0.353544838384822,-0.494935574842348,-0.149884749613581,-0.130504827990466,0.491610011118334,0.000556900264058025,-0.178987484538213,0.193180560430318,-0.255884152109079,-0.396623499043264,-0.510558722468454,0.389187308557534,0.247862199084771,0.193713323540977,0.495336822929688,-0.0890108076480731,0.445533432178624
"GOBP_MATURATION_OF_SSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",-0.367817607747721,-0.226611500924603,-0.287318557973292,0.00789803100358505,0.322131321963737,0.507497407458741,0.0203203845238777,-0.315969882244931,0.150516846818178,-0.314131171439533,-0.441799063666884,-0.546188177531835,0.470777864741942,0.226232650565791,-0.078741225402478,0.421384818774222,-0.192368742731626,0.517006437397466
"GOBP_MATURATION_OF_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",-0.107186975543458,-0.462579777575091,-0.406488578219536,-0.261017024649119,0.137022638422361,0.54953017001119,0.087771012551379,-0.107491656419793,0.359865685714695,-0.395567544666416,-0.351103240684796,-0.650150655706799,0.486861609753571,-0.0316428577926815,0.436747925150271,0.614819683520936,-0.289864863391873,0.421902378918405
"GOBP_MATURATION_OF_5_8S_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",-0.167393489976174,-0.366645878981,-0.488955564420149,-0.130098035243767,0.0837872422944759,0.543555770194228,-0.0784784251143756,-0.120694144508527,0.156251874515342,-0.308708118454502,-0.435666214954678,-0.520967120324939,0.439497845946217,0.19769573005505,0.0810252044060062,0.45005172942332,-0.0255456216575762,0.499445656160138
"GOBP_CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING",-0.147853991359203,-0.287599552464242,-0.48237989820939,-0.0573691113802826,0.205993709388054,0.53905015797793,-0.0741994447778862,-0.0736956336507311,0.198755931764712,-0.397338433254666,-0.395097909130849,-0.52383931573617,0.458743032993824,0.224380310265472,0.140998836807832,0.489781212354031,-0.184783844819205,0.511998560636935
"GOBP_MATURATION_OF_LSU_RRNA",-0.280442942015881,-0.524943301114445,-0.43485136314474,-0.130050814755023,-0.106666372823799,0.515322325022707,0.282929331654988,-0.0562167410070965,0.471759849147693,-0.24307367279238,-0.311488053841265,-0.534599470981396,0.374093604133602,0.0574569097940271,0.391524779642711,0.573676186938903,-0.415141942810659,0.352784548941749
"GOBP_ENDONUCLEOLYTIC_CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING",-0.279634563122404,-0.246492372615104,-0.457567891463556,0.0960260967299763,0.277798573176764,0.552239296553575,-0.429536440182487,-0.155005435923033,0.0930244910052181,-0.383755621770693,-0.343324603989575,-0.507892993850655,0.488532543145679,0.191117031942302,0.0739910826019206,0.388683420406996,-0.146313075091832,0.650229203790743
"GOBP_ENDONUCLEOLYTIC_CLEAVAGE_IN_5_ETS_OF_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",-0.121326257815069,-0.144502329220856,-0.220794039126392,0.279659165228794,0.51092436945239,0.524202684219526,-0.422139098595321,-0.561804338553664,-0.184346719918235,-0.668049473765845,-0.662374637063295,-0.5594480484638,0.469593161594269,0.386186761400686,0.221058800679173,0.641084735345928,-0.0787472308214093,0.673495139775963
