"gene","AD_logFC","AD_padj","AD_label","AD_drug_logFC","AD_drug_padj","AD_drug_label"
"SLC31A1",-1.67245256777108,2.42794211353675e-136,"down",1.58790973343094,1.15102532195451e-121,"up"
"GOLGA8A",1.99368737189366,4.76919335250415e-134,"up",-1.6584656781735,3.77238811188061e-135,"down"
"PECAM1",-1.48859188498019,1.06922742651955e-132,"down",1.52098153756085,6.45015557921693e-142,"up"
"ARHGEF12",-2.56207573413103,1.73127290753241e-131,"down",2.15292433506515,9.10462903012596e-87,"up"
"CCNL2",1.61531881977294,7.9708547208494e-131,"up",-1.40440405694776,3.93156304795542e-120,"down"
"RGS1",2.20351213720647,3.44770928058052e-129,"up",-1.60809541733322,4.87797872889712e-53,"down"
"CD163",-2.07976702081404,1.29895475742788e-127,"down",1.44281431222279,2.71664193534647e-49,"up"
"MYO15B",1.88951090847234,1.81414804002069e-127,"up",-1.44490489089479,1.81930153017091e-75,"down"
"MIR503HG",1.80076296275392,5.75336404920679e-126,"up",-1.73123346858071,2.42295903676066e-97,"down"
"CLTC",-1.49862751761988,6.09516842680537e-126,"down",1.47073117344656,3.18606707057865e-125,"up"
"MGAT5",-2.07382478503453,8.64530828935623e-125,"down",2.00508306134225,4.77740913273353e-117,"up"
"IQGAP1",-1.33884117017802,3.05743303516125e-124,"down",1.3700128341626,8.59833977423369e-110,"up"
"FGD5",-2.08048686445333,5.36037595345521e-120,"down",1.76549516781021,1.16906930601049e-100,"up"
"CTDSP2",-1.46815400374323,6.55052262284836e-118,"down",1.36504709783937,5.56168093273937e-92,"up"
"CX3CR1",-1.23242038129155,2.16359873945613e-117,"down",1.11624989738076,1.01229721766762e-98,"up"
"TSC22D3",1.92266280241836,1.01560422681539e-115,"up",-1.7147895351654,1.96288349762232e-77,"down"
"CYBB",-1.4099918665392,3.92617597212412e-115,"down",1.47121256163887,1.05757564746843e-93,"up"
"SMCR8",-1.89805571554055,5.76799436393121e-115,"down",1.90885107875451,1.62414075628267e-108,"up"
"LRP1",-1.50416473401252,1.0415918084143e-114,"down",1.22786262847219,1.28938764660857e-42,"up"
"LENG8",1.47751698728761,2.60608582687906e-114,"up",-1.25785612301141,1.04439770017484e-52,"down"
"EEF1A1P5",-2.09201188365142,5.55910383453867e-114,"down",1.90015550627172,4.17714544063968e-185,"up"
"DYNC1H1",-1.33000368223898,7.66933462431184e-114,"down",1.30582448242492,4.14694506727478e-95,"up"
"LIPA",-1.56418679639065,1.49695541149614e-113,"down",1.71897092939501,4.97235863163902e-132,"up"
"ABCC4",-1.3960782431449,1.91564639350391e-113,"down",1.39394696942177,9.95785411480305e-106,"up"
"NOTCH2",-1.77868012505895,8.90048033627406e-113,"down",1.74544206199438,6.41311161243002e-106,"up"
"NDRG1",-1.6912422360713,4.98886645057156e-111,"down",1.50153430737853,4.63104482156318e-79,"up"
"CMKLR1",-1.7814391912137,5.30957685912838e-110,"down",1.5493218380011,7.40246265083162e-84,"up"
"EPB41L2",-1.54326717811041,6.20838646269407e-108,"down",1.30551594383796,3.17287561895968e-68,"up"
"PARP4",-1.41672024950729,7.61284899521594e-107,"down",1.4618043308138,7.87766121389872e-109,"up"
"TLN1",-1.34655018891902,2.19382657622216e-106,"down",1.23467635117256,1.36387615130713e-71,"up"
"HYOU1",-2.11207587159707,5.41832604047643e-106,"down",2.03414644693963,2.12539678858829e-98,"up"
"SEL1L",-1.66678480110869,6.89059579558373e-104,"down",1.7600128879816,9.83494038982629e-103,"up"
"NCOA4",-1.19931571458151,1.13737446766006e-102,"down",1.25386128931016,1.67439070239839e-76,"up"
"HADHA",-1.27100712374218,2.3954736173037e-102,"down",1.23958654614427,7.9382469985811e-75,"up"
"ARHGAP35",-1.44699156632419,7.12201920685232e-101,"down",1.3273959690231,1.63001067711986e-89,"up"
"TLR7",-1.41944537973238,5.31467707162568e-99,"down",1.48187085804565,7.5746722904082e-86,"up"
"ALOX5AP",-1.47754523351465,6.35681449106889e-99,"down",1.25155865566787,2.71228521580689e-100,"up"
"APBB3",1.63537347416034,2.93374790637712e-97,"up",-1.09868356435084,2.72896044450122e-61,"down"
"PLEKHB2",-1.2893104698843,4.30017873239046e-97,"down",1.22387057361825,4.8696914273163e-85,"up"
"GLB1",-1.61466270467911,1.63762517292041e-96,"down",1.42222278550279,4.1222342618982e-78,"up"
"FKBP11",2.05138465787433,2.68993546065453e-96,"up",-1.68254481035475,5.35914405745005e-74,"down"
"TRIP12",-1.24580638769333,4.71491079733291e-96,"down",1.32997772652151,7.98107496939128e-95,"up"
"AHSA2P",1.47654236940317,4.92546344141661e-96,"up",-1.12332684207513,6.56435873251189e-54,"down"
"WNK1",-1.19003371568829,1.03935044050323e-95,"down",1.12430966883979,1.47334952651426e-83,"up"
"CPD",-1.89112921875625,1.09441280334772e-95,"down",1.90888931564901,1.31196984992937e-105,"up"
"NIN",-1.34497607519372,3.16435145444708e-95,"down",1.2133128467253,3.26284421847409e-65,"up"
"KLF13",-1.58786071974101,9.85040790844902e-95,"down",1.49546647839633,3.02600522824136e-79,"up"
"USP22",-1.49898730248775,1.73019201550486e-94,"down",1.3548250953674,8.89280052997286e-73,"up"
"ZFP36L2",-1.2563666881758,1.96807600925929e-94,"down",1.24972680646966,2.53540387129072e-75,"up"
"GOLGA8B",1.90327997399861,3.44040086567616e-94,"up",-1.44969417529758,2.25136704724323e-38,"down"
"RALGAPA2",-1.55581053355226,1.17029029137233e-92,"down",1.57167260368967,3.51817230158182e-94,"up"
"ATP5F1B",-1.24326404143694,1.86448142359939e-92,"down",1.10334745826647,2.70386261290264e-79,"up"
"CTNNB1",-1.13824975684725,6.49127062879273e-92,"down",1.12575544178251,1.34398211041342e-90,"up"
"MAN2C1",1.59807868610226,8.76486921516621e-92,"up",-1.35771385002673,4.04781309294438e-93,"down"
"PARM1",-1.28343778778239,1.44544175827169e-91,"down",1.37229957694711,5.91523723814248e-101,"up"
"TGFBR2",-1.34149380342987,3.06235422387246e-90,"down",1.30717052743352,3.79692345164407e-82,"up"
"IGF2R",-1.50163730303159,4.27451159954222e-89,"down",1.40587681728043,5.05193261122375e-78,"up"
"PLA2G7",-2.04696065036448,1.9678385336926e-88,"down",1.90679219692297,1.05245863039801e-72,"up"
"APOB",-3.12667448239544,2.14943187896705e-87,"down",2.49782568369242,1.11486104762128e-45,"up"
"CD93",-1.61112843081585,2.6433706830539e-87,"down",1.63488467332639,1.76589348297696e-88,"up"
"ASCC3",-1.52377864230672,2.85528717446601e-87,"down",1.53155529054773,3.67932172803778e-77,"up"
"AP2B1",-1.58918631922912,3.43973474766307e-86,"down",1.57204471860366,1.25603029371227e-90,"up"
"CLEC2D",2.10306626360357,1.46514580788364e-85,"up",-1.79420568270919,8.23246455529604e-70,"down"
"APLP2",-1.17706323153658,4.44830258104102e-85,"down",1.00755811441797,5.01342137373742e-60,"up"
"MACF1",-1.04510781510101,9.6680228158924e-85,"down",1.08055684002819,2.5529924219605e-76,"up"
"SLCO2B1",-1.46221026288625,1.78313494475743e-84,"down",1.38137832129127,2.49305494534561e-68,"up"
"HUWE1",-1.21593080982036,5.37036006960012e-84,"down",1.19558341588293,4.00359558402647e-79,"up"
"TBC1D14",-2.16864301494044,7.31188859756556e-84,"down",2.30198702468504,8.41649543333529e-97,"up"
"PLXNC1",-1.30172021643179,1.19299272935832e-83,"down",1.21568159285078,1.26060547594443e-73,"up"
"CERS6",-2.38593198161281,2.94328894869895e-82,"down",2.49249810237848,4.43713113941557e-88,"up"
"PPP1R16B",-1.30454048274017,2.06990768745132e-81,"down",1.30973244382366,4.03965819333305e-95,"up"
"PNN",1.22995609641374,5.2013609827922e-81,"up",-1.21049485508971,6.08652404991921e-63,"down"
"CENATAC",1.96450043681202,1.93241834016485e-80,"up",-1.6316024969408,5.06040827683714e-85,"down"
"DOCK11",-1.40407086620911,1.9828995224106e-80,"down",1.3008747689868,2.61372927613786e-45,"up"
"ST14",-1.7645822706819,3.81601748878567e-80,"down",1.27708673893903,9.54581465568191e-35,"up"
"LRRC37A6P",-2.04256834042649,8.14645404926214e-80,"down",1.88221683914269,5.11203234263344e-74,"up"
"CSNK1A1",-1.57936697908837,1.0264379726493e-79,"down",1.54417477190742,3.91518367027585e-73,"up"
"CLASRP",1.58640003253221,1.54727625351997e-79,"up",-1.56374308963017,1.52186494223154e-84,"down"
"SPG7",1.20246674771112,1.77355290874355e-79,"up",-1.11849935881429,6.95114007729411e-51,"down"
"FOSB",4.20986564718831,2.74250363204872e-79,"up",-1.95646716631226,1.97585506007498e-24,"down"
"GALNT2",-1.49209259231221,1.02301046261758e-78,"down",1.53576780111125,3.79228952713047e-61,"up"
"PRKCA",-1.3648369711769,1.02301046261758e-78,"down",1.33361286032475,2.14176773945963e-82,"up"
"ITPR2",-1.41741475365171,1.17457813525772e-78,"down",1.35565825245127,2.38288169785588e-72,"up"
"HERC1",-1.24808729650494,3.10021089492034e-78,"down",1.27280978694331,1.65448427739455e-82,"up"
"LRBA",-1.49198957624162,4.92448423162538e-78,"down",1.50421616715092,2.17648384068176e-68,"up"
"MLEC",-1.11039212780345,5.13618062327092e-78,"down",1.04500590983674,5.69569648080184e-68,"up"
"CPED1",-1.51763433581491,7.44335056572168e-78,"down",1.47137663907504,8.82759775253596e-67,"up"
"SSH1",-1.20838998719718,2.77280194352415e-77,"down",1.28816633415973,3.79692345164407e-82,"up"
"RASSF2",-1.21250929406282,5.73834304823975e-76,"down",1.18995517408079,1.16652189350052e-76,"up"
"ANXA6",-1.56165333929883,8.42490521560651e-76,"down",1.19720323206816,1.30785517976022e-36,"up"
"ITGA4",-1.60738986867414,9.65360160759429e-76,"down",1.53216334560504,2.48340408322038e-77,"up"
"SIRPA",-1.15311772348179,3.91336955757125e-75,"down",1.06305750196018,1.85342627412788e-60,"up"
"HDLBP",-1.11074938986861,4.53452553781828e-75,"down",1.00729126911436,2.18279757502855e-63,"up"
"APP",-1.27023905845399,8.82122482574365e-75,"down",1.18381267783583,7.24609682236119e-72,"up"
"SEC23B",-1.63724107832632,3.52486155026557e-74,"down",1.51672893535854,4.27761359428584e-65,"up"
"TMED10",-1.16851166733947,4.76083777709846e-74,"down",1.16946261479849,8.8627317229044e-72,"up"
"ARRB1",-1.59774707543854,8.01725289673545e-74,"down",1.65656436134468,3.8363825006917e-85,"up"
"ZNF700",1.87789726066447,9.68473319070443e-74,"up",-1.59412459224484,1.74794674085222e-76,"down"
"FMN1",-1.8017513425633,1.16181466121846e-73,"down",1.58872278374287,1.53148385037829e-53,"up"
"HERC2",-1.12726291378338,1.6204345429788e-73,"down",1.08149142828382,1.130146481965e-53,"up"
"SPRING1",-1.55023723859274,2.72224933194473e-73,"down",1.36654246970722,8.33140952174238e-58,"up"
"DIP2B",-1.41800710928394,4.572327264914e-73,"down",1.43845546687413,1.07245252444048e-69,"up"
"M6PR",-1.20386740912005,6.65942652011076e-73,"down",1.11783520151126,2.58020615345924e-68,"up"
"TGOLN2",-1.11440537449653,1.98424809470271e-72,"down",1.10443932285598,2.25929476595305e-75,"up"
"ITGB2-AS1",1.54213592818432,2.42398371995147e-72,"up",-1.3113126645426,1.42564476949097e-72,"down"
"ASMTL-AS1",2.34906290658424,4.08934098595926e-72,"up",-1.90381255766375,1.39392793251609e-62,"down"
"MYCBP2",-1.13475619040586,9.63247639369857e-72,"down",1.1385466571218,7.74461209196404e-58,"up"
"MAT2A",-1.09227094237425,1.45096413085705e-71,"down",1.10080292792341,7.89374356066612e-84,"up"
"SH3PXD2A",-1.71352062150104,3.49810737373057e-71,"down",1.51041440629322,7.94672924442768e-54,"up"
"PGGHG",1.94871421942029,5.13232542763756e-71,"up",-1.43248395501324,1.45654789100918e-39,"down"
"C3AR1",-1.09641388516727,5.1750941033181e-71,"down",1.09741027902658,4.23616396923285e-74,"up"
"MT-ND6",1.17030972495569,5.57418710595567e-71,"up",-1.02065047592311,2.74460788804773e-51,"down"
"CKAP5",-1.26062804054738,6.81529984002106e-71,"down",1.15663122907168,3.44044174867275e-44,"up"
"SMC1A",-1.12515316503852,1.11187750324168e-70,"down",1.04481710971763,6.57045276472062e-66,"up"
"SCARB2",-1.8392694441331,1.56287496222417e-70,"down",1.67630864530058,5.76161774286111e-53,"up"
"MLXIPL",1.88628175445492,3.05325096302528e-70,"up",-1.80354532038695,6.34075381687005e-77,"down"
"ITGB5",-1.26235454874315,3.70899988234672e-70,"down",1.05616096337553,2.52967163054934e-35,"up"
"TBC1D5",-1.57717042486542,6.1645831553771e-70,"down",1.65344612403472,5.95957849417824e-87,"up"
"USP9X",-1.35550930625041,8.45549216310948e-70,"down",1.35588927367804,7.92930650350203e-70,"up"
"TFRC",-1.19395393367707,8.75970754635316e-70,"down",1.19853604404862,4.22888121284212e-61,"up"
"ATRN",-1.45694755910693,1.13698346453803e-69,"down",1.43952857700883,7.16966950489241e-76,"up"
"PRPF8",-1.22836255367689,1.33494494243553e-69,"down",1.11811747139146,3.10086274622674e-61,"up"
"DOCK2",-1.1782586842653,1.63178664607788e-69,"down",1.14369120500006,4.78429220250229e-74,"up"
"SRSF11",1.16200628702268,1.88236643942608e-69,"up",-1.06130526024063,1.30807799188098e-47,"down"
"AGER",2.4284543780746,2.44915471984484e-69,"up",-2.08066254486698,1.20546284441851e-45,"down"
"KIAA0100",-1.22073702529475,3.07654694138389e-69,"down",1.20651542205289,1.19045676939244e-79,"up"
"MAPK8IP3",1.37460485515024,8.25585335192247e-69,"up",-1.22142012482972,2.15798238470215e-51,"down"
"SGPL1",-1.47435716399716,1.57427453593252e-68,"down",1.21042815830642,9.44062208183021e-44,"up"
"SPTBN1",-1.36183073400669,3.79440285919986e-68,"down",1.42493415034945,4.85715857146981e-78,"up"
"TNF",1.29845712448136,3.91588983277284e-68,"up",-1.2692669753447,3.05517019991457e-50,"down"
"CSDE1",-1.03746554259961,4.4334091943218e-68,"down",1.05536695233733,4.9837761396805e-56,"up"
"SORT1",-1.20841609783222,9.78531902115032e-68,"down",1.2370682519293,1.4683344694573e-91,"up"
"ADAR",-1.02666445418972,1.38535651563971e-67,"down",1.03176864056136,7.70200624011057e-65,"up"
"PGM1",-1.86271815339584,2.20345912625545e-67,"down",1.72962685820005,2.13157177541604e-56,"up"
"TTLL3",1.45241982848349,2.35670745393886e-67,"up",-1.19245703801998,8.7343027562146e-52,"down"
"TLR4",-1.75509652919728,6.54450828009647e-67,"down",1.69661500774762,4.11612424179009e-53,"up"
"MT-ATP6",1.09752495648395,1.05229133001389e-66,"up",-1.19780806670169,3.27426342669213e-72,"down"
"BIRC6",-1.14824643391922,1.07486374902816e-66,"down",1.18764859402442,4.91633316854533e-68,"up"
"NEK6",-1.25065691302821,1.83824148207422e-66,"down",1.19651880609619,6.05572534439652e-47,"up"
"GIMAP6",-1.49043954518025,2.93265758182119e-66,"down",1.41379769666578,3.55214239991043e-58,"up"
"NSD1",-1.09177759117625,5.35849467947246e-66,"down",1.07619927580592,1.97899459138584e-62,"up"
"LCP1",-1.01562698862727,6.01473361996073e-66,"down",1.09096993904501,1.64382731575507e-68,"up"
"MT-ND4",1.01941941635285,6.813138466537e-66,"up",-1.09159971659844,9.37167464801683e-80,"down"
"MBP",-1.27027759632992,7.12384730199683e-66,"down",1.27153157006298,1.58162859386728e-72,"up"
"GALNT10",-1.39582343938008,8.75603121354058e-66,"down",1.4053871517852,9.46236215663951e-70,"up"
"TM9SF2",-1.17177660188739,2.19480892938774e-65,"down",1.19331048951141,2.34813986817141e-53,"up"
"GTF3C1",-1.24344821409803,3.60740825561495e-65,"down",1.18666408624052,1.5444686559126e-50,"up"
"ANKRD12",1.35699001962414,4.44225799835801e-65,"up",-1.60467997458761,5.81561483704289e-71,"down"
"ZFP36",1.556354580244,4.86916067389762e-65,"up",-1.43512308923901,4.87746787763888e-59,"down"
"CD180",-1.10063902932349,6.16393044718491e-65,"down",1.07468512843877,8.80460556217599e-55,"up"
"ZNF26",1.67942335108375,8.33933120189141e-65,"up",-1.50523658245782,6.23502724195587e-39,"down"
"SLC36A1",-1.75454710481835,5.06288684268534e-64,"down",1.50395452197435,1.30148640600804e-45,"up"
"ARHGAP31",-1.1821078337175,1.5423388695136e-63,"down",1.19923321084292,9.84470366097863e-70,"up"
"CCNL1",1.13391651675872,1.62701966349955e-63,"up",-1.02898355458678,2.60807290902489e-53,"down"
"PSMA3-AS1",1.38732017925327,1.91232438119239e-63,"up",-1.18626277160578,1.00738468595895e-41,"down"
"PRAM1",1.16634778311537,2.66010661892904e-63,"up",-1.16801672317027,2.19992789968287e-51,"down"
"APAF1",-1.3358229918665,6.64242853639786e-63,"down",1.47517388413252,1.04660688508807e-91,"up"
"TDRD6",-2.68279531352771,7.04233446043571e-63,"down",2.35645102130565,6.97577940867826e-36,"up"
"GSTM2",1.38352635673537,7.48715688799744e-63,"up",-1.38926693869866,1.46503320139112e-64,"down"
"ITGB1",-1.28464683636256,1.3788667991542e-62,"down",1.43422804876774,1.17513735996558e-95,"up"
"CD36",-1.38709924077296,2.0001655896961e-62,"down",1.10337387651329,2.10231509995481e-33,"up"
"NPIPB5",2.01121007154139,2.14704487317849e-62,"up",-1.78560210784483,3.12608642068108e-28,"down"
"PJA2",-1.21307318321204,3.37316776248398e-62,"down",1.23877219142224,9.5045804975263e-53,"up"
"ADGRE4P",1.66089752377747,3.5600609961341e-62,"up",-1.26589400060573,1.31677504897934e-49,"down"
"ZNF106",-1.19426602632509,8.16700587075376e-62,"down",1.24347950677494,1.28935113381944e-70,"up"
"MGA",-1.25781879447998,2.88285687606334e-61,"down",1.26325628900916,1.04214896271659e-47,"up"
"HSD17B4",-1.02921932519996,6.77855874000802e-61,"down",1.07587957737408,4.67073797754408e-46,"up"
"SLC37A2",-1.3863222700472,1.02565316593148e-60,"down",1.37535616745899,2.45679207267089e-64,"up"
"MYO1D",-1.42102370721863,1.8932626711052e-60,"down",1.24653723256536,3.60647723734077e-48,"up"
"CRYBG3",-1.49492707251539,3.56631125565672e-60,"down",1.39005886152221,2.93772954523269e-45,"up"
"PCDHGC3",-2.9243731849749,4.02596198596117e-60,"down",2.88682929657275,4.87474620526117e-53,"up"
"CANT1",-1.678692095299,4.43099233427058e-60,"down",1.55703946774398,3.69953750303097e-43,"up"
"CENPT",1.63403273903005,5.07196136755574e-60,"up",-1.62217227286707,3.67614403522096e-60,"down"
"FAM168B",-1.20328828066237,7.24072008393164e-60,"down",1.10164114698019,5.4102018140167e-54,"up"
"MYOF",-1.05036599431288,9.19720213461196e-60,"down",1.14350085321531,3.47755742114646e-68,"up"
"MYO5A",-1.10985412878281,9.33679944729974e-60,"down",1.03644882466077,8.00967176620935e-44,"up"
"NRIP1",-1.67445193832222,3.06768226581839e-59,"down",1.56620177050509,1.01141667379842e-55,"up"
"CARD9",1.75803563013386,3.25420532603893e-59,"up",-1.5729685946392,1.18384185084117e-41,"down"
"USP34",-1.22575322674736,6.49490376251639e-59,"down",1.1706223176612,8.70893687780847e-52,"up"
"ADAM9",-1.16917602329581,9.88086675163296e-59,"down",1.01126895164157,4.6690396052755e-40,"up"
"ADAMTS10",1.54881246340066,1.08674627075803e-58,"up",-1.33828558019902,5.66539684934003e-42,"down"
"PTGFRN",-1.69876719751741,1.28171621828623e-58,"down",1.5194916203506,8.17967128880277e-50,"up"
"NKTR",1.16980416575646,1.56036779860015e-58,"up",-1.14869527543994,5.15791527541054e-66,"down"
"ARCN1",-1.1405698999077,1.58222918967567e-58,"down",1.0964025882895,8.64579036729333e-57,"up"
"FPR1",-1.73915181025922,4.94345853263776e-58,"down",1.42923658807139,7.163928227429e-37,"up"
"COPB2",-1.31949548289826,6.90393654367247e-58,"down",1.37561530401198,1.37128689516304e-69,"up"
"XYLT1",-1.4500057377949,8.66564126340348e-58,"down",1.40605231502689,4.42815518428236e-53,"up"
"EFCAB14",-1.26171788386373,9.24177115675682e-58,"down",1.32260945658995,1.55104784652924e-59,"up"
"MGAT1",-1.22837589404267,1.20221351295834e-57,"down",1.14400348929728,6.83207927577251e-46,"up"
"CCR5",-1.6633166126363,1.20700019062826e-57,"down",1.53011409937989,1.55114198060677e-48,"up"
"DDIT4",1.33144058436124,1.38030191645013e-57,"up",-1.20602342559344,1.48949070840336e-56,"down"
"SLC1A4",-1.09907406853195,1.52899528558723e-57,"down",1.07344527740586,2.222050691703e-53,"up"
"ACACA",-1.26023780573935,3.66242638529205e-57,"down",1.26853718322013,3.09555386776072e-62,"up"
"MTATP6P1",1.07853884754508,3.74973251410946e-57,"up",-1.13840518331294,3.90966923654406e-69,"down"
"MT-ND1",1.02091242517591,4.40399629661761e-57,"up",-1.07614150582782,2.97946619481618e-71,"down"
"JAK1",-1.05568194224051,5.44016023239333e-57,"down",1.14525881839925,1.42993413910681e-64,"up"
"TMEM140",-2.75050256506236,8.17598649314124e-57,"down",2.73535574877915,6.5291037355138e-61,"up"
"HK1",-1.24765878869087,9.25667338437782e-57,"down",1.12204948963395,7.0983737433281e-52,"up"
"ANTXR2",-2.96295146046994,5.49577726927467e-56,"down",2.64448464960452,2.12036820716633e-53,"up"
"EMP1",-2.09504468889666,6.37644413154345e-56,"down",2.06897150582519,7.09669433642069e-57,"up"
"MCFD2",-1.26264248033083,1.38439693180641e-55,"down",1.19119072091089,2.09568639502699e-37,"up"
"CALU",-1.37687879284841,1.41768452941357e-55,"down",1.39520676689139,6.90722518325259e-59,"up"
"LUC7L",1.40193712862212,1.63554141274271e-55,"up",-1.16700988329696,2.27160446279651e-59,"down"
"SETX",-1.19499864346214,1.74995987387297e-55,"down",1.17481361130112,1.07404124299953e-51,"up"
"TNS3",-1.21809056351896,1.89900296197829e-55,"down",1.12551310358742,1.66098567844174e-42,"up"
"LYZ",-1.83198082977643,3.28585742844834e-55,"down",1.31341365721634,4.88786425687843e-28,"up"
"NRP1",-1.66323464868191,4.83717287571624e-55,"down",1.18558412234771,1.41901404581683e-27,"up"
"SLC30A1",-1.4547462644592,7.08266851504214e-55,"down",1.35944083002022,3.81334497744507e-46,"up"
"PCYOX1",-1.44239155062495,7.61454678334329e-55,"down",1.60890441084082,1.21253480509055e-73,"up"
"PABPN1",1.33746901738346,1.47339251889351e-54,"up",-1.046388695061,3.61504946329449e-32,"down"
"SCRN1",-1.01998140718514,4.25496354564447e-54,"down",1.17097267322635,1.15073023597563e-78,"up"
"B3GNT5",-1.31894978703027,6.15290485549539e-54,"down",1.22795668648036,3.41946470979962e-43,"up"
"TXNRD1",-1.24310457513665,6.21409324085751e-54,"down",1.24354362040188,8.9266260960603e-64,"up"
"PSMD2",-1.15350811321745,1.04215064208865e-53,"down",1.01640384379315,6.94400678041315e-41,"up"
"GALC",-1.39034005980238,1.23711420663257e-53,"down",1.35531751009284,3.89557435362405e-52,"up"
"CBL",-1.0731398494282,1.47081104224679e-53,"down",1.03935699649825,2.16909828137855e-61,"up"
"OSGEP",1.13719537253256,6.36573837096125e-53,"up",-1.01744224996496,4.53643745849507e-47,"down"
"WDFY3",-1.16630363886366,8.13315591804093e-53,"down",1.26568281933966,9.57726566409122e-63,"up"
"SNX29",-1.70652290167445,8.14799572451618e-53,"down",1.59975380346282,6.09435379297413e-49,"up"
"C6orf89",-1.14334510931205,1.17469165939687e-52,"down",1.11986937539911,7.85095299249436e-53,"up"
"BMP2K",-1.60290098845182,1.24585239647282e-52,"down",1.67259818195043,5.0223418090456e-58,"up"
"RAB31",-1.09377133735031,1.45346375252252e-52,"down",1.03285956491816,1.33362328076398e-56,"up"
"MCM2",-2.07599930899431,1.4900236632316e-52,"down",1.60899611749863,2.60068730012973e-39,"up"
"CCR1",-1.3405305178828,1.5033306316797e-52,"down",1.03624517676883,4.24158529111043e-34,"up"
"ULK3",1.23357664511209,1.9064512836961e-52,"up",-1.15311664818306,2.0365041440619e-36,"down"
"RBM25",1.13838015451529,1.91353435067183e-52,"up",-1.09083430185867,1.89595782992524e-43,"down"
"EXOC4",-1.41916086440824,3.49703907401125e-52,"down",1.44884077574688,1.11397008470223e-57,"up"
"CLIP2",-1.07323774650078,7.16285937439285e-52,"down",1.14205522062373,2.48263407326083e-43,"up"
"ITPR1",-1.20653495686212,1.05028402642509e-51,"down",1.21375961171056,1.2197241618421e-52,"up"
"CERS2",-1.66368714720613,1.48634209266668e-51,"down",1.57107745612414,3.60647723734077e-48,"up"
"ANO6",-1.60209770432688,1.72200362240008e-51,"down",1.61325218582402,5.749102099032e-61,"up"
"GIPR",1.61845184724015,2.00633973524054e-51,"up",-1.26079103493488,2.6517811860133e-33,"down"
"ADAMDEC1",-1.86801529653583,3.03330668363288e-51,"down",1.33996701898227,4.64432099541507e-23,"up"
"EPB41",-1.17193795532562,3.83626576955113e-51,"down",1.17497810823242,2.3127804206261e-49,"up"
"LUC7L3",1.28672076268118,4.12123159353361e-51,"up",-1.14086901230458,1.69924657547913e-47,"down"
"GAS6-AS1",1.44703170930184,4.5697388857777e-51,"up",-1.22333939601332,5.10222917498659e-51,"down"
"NORAD",-1.07617997055498,6.94281495508747e-51,"down",1.0759575205465,1.09943195170735e-52,"up"
"SEPTIN9",-1.32837982868677,8.46437450183243e-51,"down",1.14061518942816,4.49991579586138e-37,"up"
"CAND1",-1.17499745583731,1.69562724519424e-50,"down",1.0894739101091,6.40538529002929e-38,"up"
"GAS7",-1.24607087178404,2.15082631990068e-50,"down",1.16330775566757,7.12524799665544e-45,"up"
